DIPPR ID,Cp_liq_298K,smiles
1208,,CC(O)COC(C)COC(C)COC(C)CO
1209,,CC(O)COC(C)COC(C)COC(C)COC(C)CO
1211,,CC(O)CO
1212,,OCCCO
1213,,CC(O)COCC(C)O
1216,,CC(O)COCC(C)OCC(C)O
1220,,CCC(O)CO
1221,,CC(O)CCO
1223,,CC(C)(O)CO
1231,,OCC(O)CO
1232,,CC(O)C(O)CO
1233,,OCCC(O)CO
1237,,CCC(O)C(C)CO
1239,,OC/C=C\CO
1241,,OCCCCO
1242,,OCCCCCO
1251,,O=CO
1252,,CC(=O)O
1253,,CCC(=O)O
1256,,CCCC(=O)O
1258,,CCCCC(=O)O
1259,,CCCCCCCCC(=O)O
1260,,CC(C)C(=O)O
1261,,CC(C)CC(=O)O
1262,,CCCCCC(=O)O
1263,,CCCCC(C)C(=O)O
1265,,CCCCCCCC(=O)O
1267,,O=C(O)CC1CCCC1
1273,,C/C=C\C(=O)O
1275,,CCCCCCC(C)C(=O)O
1277,,C=CC(=O)O
1278,,C=C(C)C(=O)O
1279,,CCCCCCCC/C=C\CCCCCCCC(=O)O
1290,,CC(=O)OO
1291,,CC(=O)OC(C)=O
1292,,CCC(=O)OC(=O)CC
1293,,CCCC(=O)OC(=O)CCC
1301,,COC=O
1302,,CCOC=O
1304,,CCCCOC=O
1305,,CC(C)COC=O
1308,,CCCCCCCCOC=O
1309,,CCCCCCCCCOC=O
1310,,CCCCCCCCCCOC=O
1311,,C=COC=O
1312,,COC(C)=O
1313,,CCOC(C)=O
1314,,CCCOC(C)=O
1316,,CC(=O)OCC(C)C
1317,,CC(=O)OCCC(C)C
1318,,C=CCOC(C)=O
1319,,CC(=O)OC(C)C
1320,,CCC(C)OC(C)=O
1321,,C=COC(C)=O
1324,,CCCOC(=O)CC
1326,,CCCCOC(=O)CC
1327,,CCCOC(=O)CCC
1331,,C=COC(=O)CC
1332,,CCCC(=O)OC
1333,,CCCC(=O)OCC
1336,,CCCOC(=O)C(C)C
1339,,CCCCCCCC(=O)OCC
1341,,C=CC(=O)OC
1342,,C=CC(=O)OCC
1343,,C=CC(=O)OCCC
1345,,CCCCCCCCC(=O)OCCCC
1346,,CCCCOC(=O)CCCC
1347,,CCOC(=O)CC(C)C
1351,,C=C(C)C(=O)OC
1354,,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
1356,,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC
1359,,CC(=O)OCc1ccccc1
1360,,CC(C)COC(=O)C(C)C
1361,,CC(C)CCOC(=O)CC(C)C
1362,,CCCCCCCC/C=C\CCCCCCCC(=O)OC
1363,,CCCCCCOC(C)=O
1364,,O=C(OCc1ccccc1)c1ccccc1
1372,,CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC
1373,,COC(=O)c1ccccc1O
1374,,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC
1375,,CCCOC(=O)c1ccccc1C(=O)OCCC
1378,,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC
1379,,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC
1384,,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
1385,,CCCCOC(=O)CCC
1387,,CC(=O)OCCOC(C)=O
1389,,C=C(C)C(=O)OCCCC
1390,,COC(=O)c1ccccc1
1391,,CCOC(=O)c1ccccc1
1392,,CCOC(=O)OCC
1394,,CCOC(=O)CC(=O)OCC
1395,,CCCCCCCCCC(=O)OC
1396,,CCCCCCCCCCCCCC(=O)OC(C)C
1399,,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC
1400,,CC1CCCO1
1402,,CCOCC
1403,,CC(C)OC(C)C
1404,,CCCCOCCCC
1405,,COC(C)(C)C
1408,,CCCOC
1409,,CCCCOC(C)C
1411,,COC(C)C
1412,,CCCCCCOCCCCCC
1413,,CCCCOC
1414,,C=COC=C
1415,,CCCOCC
1419,,c1ccc2c(c1)COC2
1420,,CC=Cc1ccc(OC)cc1
1421,,C1COCCO1
1423,,CC(C)(C)OC(C)(C)C
1426,,CCC(C)OC
1428,,CCOC(C)(C)C
1429,,CCCCCOC
1431,,COCOC
1432,,CCOC(C)OCC
1433,,CC(C)COC(C)C
1434,,CCOCC(C)C
1435,,c1ccc(OCC2CO2)cc1
1436,,CCOC(OCC)OCC
1437,,COO
1438,,CCOO
1439,,Cc1ccc2occ(C)c2c1
1440,,CC1(C)CO1
1442,,CC1CO1
1443,,C1COC1
1445,,C=COCC
1446,,CCCOCCC
1447,,C=COCCCC
1448,,CCCCOCC
1449,,CC(OC(C)c1ccccc1)c1ccccc1
1450,,OOCCCc1ccccc1
1451,,OOCCCCc1ccccc1
1452,,C1CCOCC1
1453,,C=CCOCC=C
1454,,COCCOCCOCCOC
1455,,COCCOC
1456,,COCCOCCOC
1458,,CCOCCOCCOCC
1459,,CCCCOCCOCCOCCCC
1460,,CCOCc1ccccc1
1462,,CCOc1ccccc1
1463,,c1ccc(COCc2ccccc2)cc1
1464,,C=CCOCC1CO1
1466,,Cc1cccc(OC(C)C)c1
1467,,C1CC(C2CCOC2)CO1
1468,,COC(C)OC
1469,,COCCOCCOCCOCCOCCOC
1471,,CCC1CO1
1472,,CC(C)(OO)c1ccccc1
1473,,CC(C)(C)OO
1477,,C1=CCOC1
1478,,c1ccoc1
1479,,C1CCOC1
1482,,CC(C)(C)OOC(C)(C)C
1483,,CCCCOO
1487,,C=CCOOC(C)(C)C
1488,,CC(COC(C)(C)C)OCC(C)OC(C)(C)C
1489,,COCC(C)OC
1490,,CCC(C)OC(C)(C)C
1491,,CC(C)COC(C)(C)C
1492,,CC1OCCO1
1888,,CC(O)CC=O
1889,,O=Cc1ccco1
1895,,CC(=O)OC1CC(C)OC(C)O1
1899,,COC1CCC=CO1
1921,,O
1996,,OO
2083,,CCCCCC(=O)CC
2084,,CCCCC(=O)CCC
2085,,CCCCCCC(=O)CC
2087,,CCCCCC(=O)CCC
2088,,O=C1C=CCCC1
2089,,CC(C)CC(=O)CC(C)CC(C)C
2095,,CCCCCC(C)C(C)C
2096,,CCCCC(C)CC(C)C
2097,,CCCC(C)CCC(C)C
2098,,CCC(C)CCCC(C)C
2099,,CC(C)CCCCC(C)C
2112,,CCc1cccc(O)c1
2120,,CC(CO)c1ccccc1
2121,,OCCCc1ccccc1
2181,,C[C@@H](O)c1ccccc1
2184,,Cc1cccc(CO)c1
2226,,C/C=C(\C)CC
2240,,C=CCCC(C)C
2251,,C=C(C)CCCCCC
2252,,C=C(C)CCCCC
2260,,CCCCC(CC)C(=O)O
2261,,CCCCCCC(=O)O
2262,,CCC(C)(C)C(=O)O
2263,,CCCC(C)(C)C(=O)O
2279,,CCC(CC)C(=O)O
2285,,C=CC1CC=C(C)CC1
2305,,CCC(C)OC=O
2306,,CC(C)(C)OC=O
2307,,CCCCCCOC=O
2308,,CCCCCCCOC=O
2321,,CC(=O)OC(C)(C)C
2343,,C=CC(=O)OC(C)C
2353,,C=C(C)C(=O)OCCCCCCCCCCCCCCCC
2370,,CC(=O)OCC(COC(C)=O)OC(C)=O
2373,,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC
2375,,CCOC(=O)c1ccccc1C(=O)OCC
2376,,CCCCOC(=O)c1ccccc1C(=O)OCCCC
2377,,COC(=O)c1ccccc1C(=O)OC
2378,,CCOC(=O)CCC(=O)OCC
2379,,CCCCCCOC(=O)CCCCC(=O)OCCCCCC
2380,,CC(=O)OC(C)OC(C)=O
2384,,C=CC(=O)OCC(C)C
2385,,CCCCCCCCCCCC(=O)OC
2387,,COC(=O)/C=C\C(=O)OC
2389,,C=CC(=O)OC(C)CC
2390,,C=COC(=O)C(C)(C)C
2391,,COC(=O)OC
2414,,C#CCCCCC
2422,,C1COCOC1
2456,,CCOCCOCC
2478,,C1=COCC1
2522,,CCc1ccccc1C(C)C
2575,,CCCCCCCCCCCCCCCc1ccccc1
2854,,CC(=O)CC(C)(C)O
2855,,OCc1ccco1
2860,,COCCO
2861,,CCOCCO
2862,,CCCCOCCO
2863,,COCCOCCO
2864,,CCOCCOCCO
2869,,COCCOCCOCCO
2873,,C=C(C)C(=O)OCCO
2874,,C=C(C)C(=O)OCCOC(=O)CC(C)=O
2875,,COC(=O)C(C)O
2876,,COC(C)CO
2888,,CC(C)C(=O)OCC(C)(C)C(O)C(C)C
2889,,CC(=O)CO
2897,,CC(O)COC(C)C
3051,,CCCCC(CC)CC=O
3052,,CCCCCC(=O)CCCCC
3053,,CC(=O)C(C)=O
3054,,CC(C)=C=O
3056,,O=C1CCCCC1C1=CCCCC1
3101,,CCCCCCCCC(CO)CCCC
3102,,CCCCCCCCCCCC(C)CO
3103,,CCCCCCCCCCC(C)CO
3104,,CCCCC(C)CCCO
3105,,CCC(C)CCCCCO
3106,,CCCCC(CC)CCO
3110,,OCC1CC=CCC1
3251,,C=CCCCCC(C)C
3258,,C=C(C)CCCCCCC
3259,,C=CCCCCCC(C)C
3260,,C/C=C\CCCCCCC
3261,,C/C=C/CCCCCCC
3262,,C/C=C\CCCCCCCCC
3263,,C/C=C/CCCCCCCCC
3264,,O=C(O)C1CC1
3292,,CC(C)C(=O)OC(=O)C(C)C
3301,,CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C
3302,,CC=CCOC(C)=O
3303,,C=CC(C)OC(C)=O
3304,,CCOC(=O)C(C)(C)C
3307,,C=CCOC(=O)C=C
3308,,C=CCOC(=O)c1ccccc1C(=O)OCC=C
3310,,CCCCCCCCCCCCCC(=O)OC
3312,,CCOC(=O)Cc1ccccc1
3314,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC
3315,,CCCCCC/C=C\CCCCCCCC(=O)OC
3316,,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC
3317,,CCCCCOC(=O)CCC
3318,,CCCC(=O)OCCC(C)C
3319,,C=CC(OC(C)=O)OC(C)=O
3320,,CCCCCCCCCCCCCCCC(=O)OCC
3321,,CCCCCCCCC=CCCCCCCCC(=O)OCC
3325,,CCCCCCCC(=O)OC
3326,,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC
3327,,CCCCCCCCCCCCCCCC(=O)OC(C)C
3328,,CCCCCCCCCC(=O)OCC
3329,,CCCCCCCCCCCC(=O)OCC
3330,,CCCCCCCCCCCCCC(=O)OCC
3331,,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC
3332,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC
3333,,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OCC
3334,,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC
3338,,CCCCC/C=C\CC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CC/C=C\CCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC
3339,,C=CC(=O)OCCCCCCOC(=O)C=C
3340,,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC
3343,,CCCCC(CC)COC(=O)c1ccccc1
3344,,CCCCOC(=O)c1ccc(C(=O)OCCCC)cc1
3366,,C=CC1COC(=O)O1
3377,,COC(=O)CCC(=O)OC
3378,,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC
3379,,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC
3390,,COC(=O)c1ccc(C(=O)OC)c(C(=O)OC)c1
3394,,COC(=O)CC(=O)OC
3545,,CCc1cc(CC)cc(CC)c1
3850,,CCCCC(CC)COCCO
3851,,CCOCC(C)OC(C)=O
3852,,CC(O)COCC(C)OC(C)(C)C
3854,,COCC(C)O
3856,,CC(O)COC(C)(C)C
3858,,CC(CO)OC(C)(C)C
3859,,CCCOCCOCCO
3861,,CCCCOCCOCCOCCO
3862,,CCOCCOCCOCCO
3863,,C=CCOCC(C)O
3865,,CCCCCCOCCO
3866,,CCCCCCOCCOCCO
3868,,CCCOCC(C)OCC(C)O
3869,,CCCOCC(C)O
3870,,CCCCOCCOCCOC(C)=O
3878,,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC
3879,,CC=CCOCCO
3880,,C=CC(C)OCCO
3891,,CCOCC(C)OCC(C)O
3892,,CCOCC(C)OCC(C)OCC(C)O
3894,,CCOCC(C)O
3895,,CC(O)COC(C)COC(C)(C)C
3897,,COC(=O)CO
3899,,C=C(C)C(=O)OC(C)(C)C
4857,,CCCCOCCOCCO
5880,,CC(O)C(=O)O
5883,,CCOC(=O)C(C)O
5886,,COC(=O)CC(C)=O
5887,,CCOC(=O)CC(C)=O
5899,,C=CC(=O)OCCC(=O)O
6870,,CCCCOCCOC(C)=O
6883,,C=CC(=O)OCCO
7850,,C=CC(=O)OCC(C)O
7853,,C=C(C)OC(C)=O
7855,,CCCCCOCCO
7858,,COCC(C)=O
7861,,CCCCCOCCOCCO
7864,,CCCCOCCOCCOCCOCCO
7865,,COC(=O)c1ccc(C)cc1
7868,,CC(=O)Oc1ccccc1
7870,,OCCCCOC1CCCO1
7871,,CCCCOCC(C)O
7872,,CCCCOCC(C)OCC(C)O
7874,,CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC
7878,,CC(=O)CC(=O)OC(C)(C)C
7879,,CCCOCCOCCOCCO
7880,,CCCCCCOCCOCCOCCO
7886,,CC(O)COC(C)c1ccccc1
7890,,CCC(=O)OC(C)COC
7892,,CCOC(=O)CCC(C)=O
7894,,CC(=O)OCC1OC(OC2(COC(=O)C(C)C)OC(COC(C)=O)C(OC(=O)C(C)C)C2OC(=O)C(C)C)C(OC(=O)C(C)C)C(OC(=O)C(C)C)C1OC(=O)C(C)C
9850,,CC1COC(C)(CO)O1
9851,,CC(=O)C(C)O
9868,,COCCOCCOCCOCCO
9869,,CCOCCOCCOCCOCCO
9872,,COC(=O)C(C)(C)O
9873,,COC(=O)C(C)(C)OC
9878,,O=C1C[C@H](O)CO1